استان,ایستگاه ,CO,O3,NO2,SO2,PM10,PM2.5,شاخص,تاریخ و ساعت
کردستان,سقز,31.0,43.0,70.0,7.0,105.0,92.0,105,1396/06/16 11:00:00
کردستان,سقز,31.0,45.0,73.0,7.0,106.0,104.0,106,1396/06/17 11:00:00
کردستان,سقز,28.0,47.0,63.0,13.0,90.0,73.0,90,1396/06/18 11:00:00
کردستان,سقز,29.0,47.0,31.0,25.0,75.0,86.0,86,1396/06/19 11:00:00
کردستان,سقز,37.0,49.0,92.0,6.0,86.0,117.0,117,1396/06/20 11:00:00
کردستان,سقز,25.0,43.0,80.0,7.0,85.0,114.0,114,1396/06/21 11:00:00
کردستان,سقز,28.0,37.0,61.0,11.0,77.0,98.0,98,1396/06/22 11:00:00
کردستان,سقز,31.0,47.0,75.0,13.0,70.0,69.0,70,1396/06/23 11:00:00
کردستان,سقز,31.0,50.0,80.0,5.0,118.0,73.0,118,1396/06/24 11:00:00
کردستان,سقز,30.0,49.0,75.0,11.0,87.0,71.0,87,1396/06/25 11:00:00
کردستان,سقز,31.0,42.0,85.0,8.0,67.0,94.0,94,1396/06/26 11:00:00
کردستان,سقز,28.0,44.0,71.0,13.0,67.0,77.0,77,1396/06/27 11:00:00
کردستان,سقز,29.0,42.0,76.0,12.0,60.0,65.0,65,1396/06/28 11:00:00
کردستان,سقز,23.0,30.0,52.0,10.0,85.0,85.0,85,1396/06/29 11:00:00
کردستان,سقز,32.0,42.0,70.0,10.0,84.0,95.0,95,1396/06/30 11:00:00
لرستان,علوم پزشکی,44.0,51.0,40.0,20.0,93.0,106.0,93,1396/06/20 11:00:00
لرستان,علوم پزشکی,35.0,50.0,46.0,20.0,81.0,105.0,105,1396/06/21 11:00:00
لرستان,علوم پزشکی,30.0,53.0,53.0,20.0,82.0,117.0,117,1396/06/22 11:00:00
لرستان,علوم پزشکی,31.0,48.0,46.0,21.0,73.0,99.0,99,1396/06/23 11:00:00
لرستان,علوم پزشکی,30.0,49.0,48.0,21.0,73.0,102.0,102,1396/06/24 11:00:00
لرستان,علوم پزشکی,33.0,47.0,44.0,21.0,74.0,96.0,96,1396/06/25 11:00:00
لرستان,علوم پزشکی,34.0,47.0,43.0,21.0,75.0,95.0,95,1396/06/26 11:00:00
لرستان,علوم پزشکی,38.0,54.0,47.0,20.0,93.0,118.0,118,1396/06/27 11:00:00
لرستان,علوم پزشکی,35.0,51.0,47.0,20.0,84.0,109.0,109,1396/06/28 11:00:00
لرستان,علوم پزشکی,34.0,50.0,46.0,21.0,80.0,104.0,104,1396/06/29 11:00:00
لرستان,علوم پزشکی,35.0,45.0,40.0,21.0,71.0,87.0,87,1396/06/30 11:00:00
لرستان,علوم پزشکی,44.0,41.0,31.0,22.0,75.0,75.0,75,1396/06/31 11:00:00
مرکزی,شریعتی,22.0,50.0,16.0,28.0,52.0,103.0,103,1396/06/01 11:00:00
مرکزی,ساوه,37.0,85.0,15.0,47.0,69.0,84.0,85,1396/06/01 11:00:00
مرکزی,شریعتی,15.0,50.0,13.0,31.0,52.0,91.0,91,1396/06/02 11:00:00
مرکزی,ساوه,40.0,89.0,16.0,40.0,124.0,159.0,159,1396/06/02 11:00:00
مرکزی,شازند,22.0,28.0,9.0,27.0,50.0,49.0,50,1396/06/05 11:00:00
مرکزی,ساوه,34.0,67.0,14.0,32.0,119.0,147.0,147,1396/06/05 11:00:00
مرکزی,شریعتی,20.0,50.0,16.0,23.0,53.0,96.0,96,1396/06/05 11:00:00
مرکزی,ساوه,32.0,73.0,13.0,40.0,85.0,104.0,104,1396/06/06 11:00:00
مرکزی,شریعتی,21.0,35.0,16.0,20.0,56.0,102.0,102,1396/06/06 11:00:00
مرکزی,ساوه,39.0,86.0,16.0,47.0,71.0,86.0,86,1396/06/08 11:00:00
مرکزی,مخابرات,51.0,47.0,41.0,22.0,67.0,73.0,73,1396/06/08 11:00:00
مرکزی,مخابرات,64.0,52.0,50.0,21.0,68.0,71.0,71,1396/06/09 11:00:00
مرکزی,ساوه,47.0,102.0,20.0,45.0,120.0,155.0,155,1396/06/09 11:00:00
مرکزی,مخابرات,70.0,56.0,54.0,21.0,73.0,77.0,77,1396/06/10 11:00:00
مرکزی,ساوه,40.0,69.0,18.0,34.0,99.0,119.0,119,1396/06/10 11:00:00
مرکزی,مخابرات,44.0,46.0,49.0,21.0,60.0,73.0,73,1396/06/11 11:00:00
مرکزی,ساوه,39.0,74.0,14.0,31.0,143.0,178.0,178,1396/06/11 11:00:00
مرکزی,مخابرات,40.0,41.0,29.0,24.0,66.0,71.0,40,1396/06/12 11:00:00
مرکزی,ساوه,42.0,84.0,16.0,41.0,103.0,127.0,127,1396/06/12 11:00:00
مرکزی,مخابرات,58.0,50.0,37.0,23.0,77.0,79.0,79,1396/06/13 11:00:00
مرکزی,ساوه,36.0,112.0,18.0,56.0,86.0,119.0,119,1396/06/13 11:00:00
مرکزی,ساوه,19.0,15.0,12.0,14.0,95.0,106.0,106,1396/06/14 11:00:00
مرکزی,شریعتی,17.0,45.0,13.0,24.0,62.0,102.0,102,1396/06/16 11:00:00
مرکزی,مخابرات,81.0,65.0,63.0,20.0,84.0,92.0,92,1396/06/16 11:00:00
مرکزی,استانداری,139.0,81.0,38.0,26.0,126.0,95.0,139,1396/06/17 11:00:00
مرکزی,شریعتی,20.0,39.0,12.0,20.0,66.0,110.0,110,1396/06/17 11:00:00
مرکزی,استانداری,64.0,62.0,48.0,22.0,95.0,109.0,109,1396/06/18 11:00:00
مرکزی,شریعتی,14.0,39.0,12.0,23.0,71.0,120.0,120,1396/06/18 11:00:00
مرکزی,استانداری,50.0,56.0,44.0,22.0,88.0,106.0,106,1396/06/19 11:00:00
مرکزی,شریعتی,22.0,40.0,14.0,24.0,66.0,144.0,144,1396/06/19 11:00:00
مرکزی,شریعتی,12.0,35.0,11.0,46.0,62.0,147.0,147,1396/06/20 11:00:00
مرکزی,استانداری,104.0,72.0,41.0,24.0,113.0,103.0,104,1396/06/20 11:00:00
مرکزی,شازند,22.0,47.0,61.0,6.0,64.0,96.0,96,1396/06/20 11:00:00
مرکزی,مخابرات,50.0,58.0,36.0,23.0,99.0,117.0,117,1396/06/20 11:00:00
مرکزی,هوريبا,17.0,130.0,39.0,62.0,64.0,131.0,130,1396/06/21 11:00:00
مرکزی,استانداری,104.0,74.0,49.0,23.0,109.0,103.0,104,1396/06/21 11:00:00
مرکزی,شازند,30.0,57.0,29.0,32.0,55.0,90.0,90,1396/06/21 11:00:00
مرکزی,مخابرات,35.0,50.0,46.0,21.0,76.0,101.0,101,1396/06/21 11:00:00
مرکزی,هوريبا,14.0,149.0,58.0,67.0,52.0,140.0,149,1396/06/22 11:00:00
مرکزی,استانداری,184.0,99.0,44.0,27.0,150.0,104.0,184,1396/06/22 11:00:00
مرکزی,شازند,20.0,48.0,31.0,49.0,54.0,84.0,84,1396/06/22 11:00:00
مرکزی,مخابرات,36.0,54.0,105.0,12.0,34.0,79.0,79,1396/06/22 11:00:00
مرکزی,شازند,24.0,67.0,30.0,70.0,54.0,81.0,81,1396/06/23 11:00:00
مرکزی,هوريبا,83.0,163.0,57.0,71.0,48.0,93.0,163,1396/06/23 11:00:00
مرکزی,استانداری,150.0,85.0,47.0,25.0,125.0,92.0,150,1396/06/23 11:00:00
مرکزی,شازند,38.0,62.0,31.0,63.0,58.0,88.0,88,1396/06/24 11:00:00
مرکزی,هوريبا,86.0,174.0,43.0,82.0,41.0,82.0,174,1396/06/24 11:00:00
مرکزی,استانداری,90.0,66.0,52.0,22.0,93.0,91.0,91,1396/06/24 11:00:00
مرکزی,استانداری,76.0,55.0,47.0,22.0,74.0,69.0,76,1396/06/25 11:00:00
مرکزی,شازند,19.0,53.0,31.0,72.0,54.0,81.0,81,1396/06/25 11:00:00
مرکزی,هوريبا,286.0,178.0,50.0,75.0,39.0,,286,1396/06/25 11:00:00
مرکزی,هوريبا,14.0,144.0,53.0,69.0,34.0,116.0,144,1396/06/26 11:00:00
مرکزی,استانداری,82.0,56.0,47.0,22.0,73.0,63.0,82,1396/06/26 11:00:00
مرکزی,شازند,27.0,74.0,29.0,65.0,51.0,75.0,75,1396/06/26 11:00:00
مرکزی,مخابرات,37.0,53.0,97.0,13.0,39.0,79.0,79,1396/06/26 11:00:00
مرکزی,هوريبا,13.0,76.0,56.0,37.0,37.0,89.0,76,1396/06/27 11:00:00
مرکزی,استانداری,131.0,76.0,44.0,25.0,109.0,80.0,131,1396/06/27 11:00:00
مرکزی,شازند,21.0,69.0,35.0,58.0,53.0,81.0,81,1396/06/27 11:00:00
مرکزی,مخابرات,37.0,54.0,103.0,12.0,36.0,79.0,79,1396/06/27 11:00:00
مرکزی,هوريبا,16.0,183.0,65.0,82.0,36.0,141.0,183,1396/06/28 11:00:00
مرکزی,استانداری,84.0,64.0,48.0,23.0,92.0,91.0,91,1396/06/28 11:00:00
مرکزی,شازند,19.0,70.0,50.0,57.0,58.0,82.0,82,1396/06/28 11:00:00
مرکزی,مخابرات,31.0,52.0,104.0,12.0,33.0,79.0,79,1396/06/28 11:00:00
مرکزی,هوريبا,19.0,176.0,86.0,71.0,48.0,159.0,176,1396/06/29 11:00:00
مرکزی,استانداری,112.0,75.0,53.0,23.0,107.0,97.0,112,1396/06/29 11:00:00
مرکزی,شازند,25.0,78.0,37.0,69.0,54.0,75.0,75,1396/06/29 11:00:00
مرکزی,مخابرات,28.0,63.0,107.0,12.0,58.0,122.0,28,1396/06/29 11:00:00
مرکزی,هوريبا,18.0,179.0,108.0,65.0,52.0,177.0,179,1396/06/30 11:00:00
مرکزی,استانداری,101.0,69.0,59.0,21.0,89.0,82.0,101,1396/06/30 11:00:00
مرکزی,شازند,41.0,73.0,32.0,54.0,48.0,78.0,78,1396/06/30 11:00:00
مرکزی,مخابرات,43.0,58.0,116.0,11.0,33.0,79.0,79,1396/06/30 11:00:00
مرکزی,هوريبا,14.0,191.0,106.0,73.0,42.0,174.0,191,1396/06/31 11:00:00
مرکزی,استانداری,84.0,60.0,49.0,22.0,81.0,75.0,84,1396/06/31 11:00:00
مرکزی,شازند,21.0,56.0,30.0,38.0,54.0,92.0,92,1396/06/31 11:00:00
مرکزی,مخابرات,46.0,58.0,109.0,12.0,37.0,79.0,79,1396/06/31 11:00:00
مازندران,ساری,24.0,31.0,10.0,26.0,62.0,62.0,24,1396/06/28 11:00:00
مازندران,ساری,26.0,31.0,10.0,26.0,62.0,62.0,26,1396/06/29 11:00:00
مازندران,ساری,27.0,31.0,10.0,26.0,63.0,62.0,27,1396/06/30 11:00:00
مازندران,ساری,28.0,32.0,10.0,26.0,63.0,61.0,28,1396/06/31 11:00:00
خراسان شمالی,خراسان شمالی,22.0,41.0,36.0,21.0,76.0,97.0,76,1396/06/01 11:00:00
خراسان شمالی,خراسان شمالی,21.0,45.0,30.0,28.0,74.0,94.0,74,1396/06/02 11:00:00
خراسان شمالی,خراسان شمالی,16.0,42.0,29.0,29.0,66.0,87.0,66,1396/06/03 11:00:00
خراسان شمالی,خراسان شمالی,23.0,44.0,30.0,30.0,64.0,82.0,64,1396/06/05 11:00:00
خراسان شمالی,خراسان شمالی,14.0,42.0,29.0,27.0,72.0,95.0,72,1396/06/06 11:00:00
خراسان شمالی,خراسان شمالی,19.0,44.0,29.0,29.0,68.0,88.0,68,1396/06/08 11:00:00
خراسان شمالی,خراسان شمالی,21.0,45.0,30.0,28.0,76.0,96.0,76,1396/06/09 11:00:00
خراسان شمالی,خراسان شمالی,22.0,43.0,32.0,27.0,66.0,85.0,66,1396/06/10 11:00:00
خراسان شمالی,خراسان شمالی,24.0,41.0,33.0,28.0,54.0,71.0,54,1396/06/11 11:00:00
خراسان شمالی,خراسان شمالی,21.0,44.0,30.0,29.0,69.0,88.0,69,1396/06/12 11:00:00
خراسان شمالی,خراسان شمالی,23.0,47.0,29.0,30.0,74.0,93.0,74,1396/06/13 11:00:00
خراسان شمالی,خراسان شمالی,16.0,42.0,29.0,28.0,68.0,90.0,68,1396/06/14 11:00:00
خراسان شمالی,خراسان شمالی,16.0,42.0,29.0,28.0,67.0,89.0,67,1396/06/15 11:00:00
خراسان شمالی,خراسان شمالی,30.0,48.0,30.0,31.0,70.0,85.0,70,1396/06/16 11:00:00
خراسان شمالی,خراسان شمالی,28.0,50.0,29.0,31.0,79.0,96.0,79,1396/06/17 11:00:00
خراسان شمالی,خراسان شمالی,15.0,44.0,28.0,29.0,75.0,98.0,75,1396/06/19 11:00:00
خراسان شمالی,خراسان شمالی,25.0,46.0,31.0,29.0,70.0,88.0,70,1396/06/20 11:00:00
خراسان شمالی,خراسان شمالی,15.0,41.0,30.0,27.0,67.0,89.0,67,1396/06/21 11:00:00
خراسان شمالی,خراسان شمالی,19.0,44.0,30.0,28.0,70.0,91.0,70,1396/06/22 11:00:00
خراسان شمالی,خراسان شمالی,22.0,42.0,32.0,28.0,60.0,78.0,60,1396/06/23 11:00:00
خراسان شمالی,خراسان شمالی,18.0,43.0,28.0,31.0,60.0,80.0,60,1396/06/24 11:00:00
خراسان شمالی,خراسان شمالی,17.0,43.0,28.0,30.0,63.0,83.0,63,1396/06/25 11:00:00
خراسان شمالی,خراسان شمالی,18.0,42.0,30.0,28.0,63.0,83.0,63,1396/06/26 11:00:00
خراسان شمالی,خراسان شمالی,32.0,45.0,33.0,29.0,59.0,73.0,59,1396/06/27 11:00:00
خراسان شمالی,خراسان شمالی,22.0,43.0,31.0,28.0,62.0,81.0,62,1396/06/28 11:00:00
خراسان شمالی,خراسان شمالی,23.0,43.0,30.0,30.0,57.0,75.0,30,1396/06/29 11:00:00
خراسان شمالی,خراسان شمالی,23.0,43.0,30.0,30.0,59.0,76.0,59,1396/06/30 11:00:00
خراسان شمالی,خراسان شمالی,18.0,40.0,31.0,28.0,55.0,75.0,55,1396/06/31 11:00:00
قم,امام,34.0,25.0,25.0,9.0,70.0,70.0,34,1396/06/01 11:00:00
قم,پل حجتیه,46.0,50.0,25.0,16.0,92.0,95.0,92,1396/06/01 11:00:00
قم,امام,36.0,26.0,27.0,9.0,71.0,70.0,36,1396/06/02 11:00:00
قم,پل حجتیه,41.0,50.0,25.0,18.0,102.0,110.0,102,1396/06/02 11:00:00
قم,امام,38.0,24.0,25.0,7.0,72.0,69.0,38,1396/06/03 11:00:00
قم,پل حجتیه,34.0,50.0,24.0,17.0,104.0,116.0,104,1396/06/03 11:00:00
قم,پل حجتیه,25.0,50.0,23.0,15.0,84.0,101.0,84,1396/06/04 11:00:00
قم,امام,26.0,18.0,20.0,6.0,69.0,68.0,26,1396/06/04 11:00:00
قم,پل حجتیه,30.0,50.0,22.0,16.0,80.0,93.0,80,1396/06/05 11:00:00
قم,امام,23.0,15.0,12.0,7.0,68.0,64.0,23,1396/06/05 11:00:00
قم,پل حجتیه,27.0,31.0,22.0,15.0,117.0,125.0,117,1396/06/06 11:00:00
قم,پل حجتیه,34.0,28.0,23.0,14.0,96.0,97.0,96,1396/06/07 11:00:00
قم,پل حجتیه,32.0,29.0,23.0,18.0,104.0,107.0,104,1396/06/08 11:00:00
قم,امام,47.0,27.0,22.0,9.0,75.0,65.0,47,1396/06/08 11:00:00
قم,پل حجتیه,33.0,37.0,28.0,17.0,115.0,124.0,115,1396/06/09 11:00:00
قم,امام,36.0,50.0,22.0,17.0,141.0,152.0,141,1396/06/09 11:00:00
قم,پل حجتیه,42.0,36.0,30.0,17.0,113.0,116.0,113,1396/06/10 11:00:00
قم,امام,44.0,28.0,22.0,16.0,57.0,49.0,57,1396/06/10 11:00:00
قم,پل حجتیه,19.0,31.0,23.0,17.0,107.0,120.0,107,1396/06/11 11:00:00
قم,امام,35.0,25.0,20.0,16.0,52.0,47.0,52,1396/06/11 11:00:00
قم,امام,26.0,18.0,14.0,13.0,52.0,47.0,52,1396/06/12 11:00:00
قم,پل حجتیه,40.0,31.0,25.0,16.0,110.0,110.0,110,1396/06/12 11:00:00
قم,پل حجتیه,43.0,31.0,23.0,15.0,124.0,121.0,124,1396/06/13 11:00:00
قم,امام,35.0,23.0,17.0,14.0,60.0,53.0,60,1396/06/14 11:00:00
قم,پل حجتیه,48.0,28.0,22.0,14.0,148.0,141.0,148,1396/06/14 11:00:00
قم,امام,39.0,23.0,19.0,13.0,58.0,49.0,58,1396/06/15 11:00:00
قم,پل حجتیه,42.0,27.0,25.0,18.0,133.0,130.0,133,1396/06/15 11:00:00
قم,پل حجتیه,48.0,34.0,24.0,16.0,138.0,134.0,138,1396/06/16 11:00:00
قم,امام,37.0,24.0,19.0,13.0,60.0,53.0,60,1396/06/16 11:00:00
قم,پل حجتیه,46.0,28.0,27.0,17.0,148.0,145.0,148,1396/06/17 11:00:00
قم,امام,44.0,28.0,21.0,13.0,67.0,58.0,67,1396/06/17 11:00:00
قم,پل حجتیه,30.0,27.0,25.0,17.0,152.0,159.0,152,1396/06/18 11:00:00
قم,امام,37.0,20.0,17.0,10.0,62.0,53.0,62,1396/06/18 11:00:00
قم,امام,47.0,24.0,20.0,10.0,66.0,53.0,66,1396/06/19 11:00:00
قم,پل حجتیه,28.0,25.0,23.0,17.0,146.0,152.0,146,1396/06/19 11:00:00
قم,پل حجتیه,25.0,25.0,21.0,15.0,138.0,145.0,138,1396/06/20 11:00:00
قم,امام,34.0,22.0,16.0,11.0,68.0,61.0,68,1396/06/20 11:00:00
قم,پل حجتیه,26.0,27.0,23.0,14.0,115.0,122.0,115,1396/06/21 11:00:00
قم,امام,30.0,56.0,15.0,23.0,68.0,131.0,131,1396/06/21 11:00:00
قم,پل حجتیه,33.0,23.0,23.0,19.0,119.0,119.0,119,1396/06/22 11:00:00
قم,امام,40.0,45.0,19.0,17.0,108.0,121.0,121,1396/06/22 11:00:00
قم,پل حجتیه,24.0,24.0,23.0,17.0,117.0,124.0,117,1396/06/23 11:00:00
قم,امام,38.0,35.0,18.0,17.0,82.0,84.0,84,1396/06/23 11:00:00
قم,پل حجتیه,25.0,26.0,25.0,17.0,109.0,117.0,109,1396/06/24 11:00:00
قم,امام,36.0,26.0,17.0,16.0,65.0,58.0,58,1396/06/24 11:00:00
قم,پل حجتیه,27.0,28.0,24.0,17.0,119.0,126.0,119,1396/06/25 11:00:00
قم,امام,37.0,24.0,16.0,15.0,62.0,52.0,52,1396/06/25 11:00:00
قم,پل حجتیه,25.0,29.0,29.0,16.0,103.0,114.0,103,1396/06/26 11:00:00
قم,امام,33.0,25.0,18.0,15.0,62.0,56.0,56,1396/06/26 11:00:00
قم,پل حجتیه,26.0,27.0,22.0,16.0,116.0,122.0,116,1396/06/27 11:00:00
قم,امام,34.0,23.0,15.0,14.0,64.0,55.0,55,1396/06/27 11:00:00
قم,پل حجتیه,27.0,27.0,23.0,17.0,121.0,127.0,121,1396/06/28 11:00:00
قم,امام,34.0,21.0,15.0,12.0,63.0,53.0,53,1396/06/28 11:00:00
قم,پل حجتیه,33.0,28.0,25.0,17.0,64.0,66.0,33,1396/06/29 11:00:00
قم,امام,32.0,24.0,18.0,15.0,53.0,51.0,53,1396/06/29 11:00:00
قم,امام,35.0,30.0,30.0,15.0,54.0,58.0,58,1396/06/30 11:00:00
قم,پل حجتیه,28.0,33.0,29.0,18.0,91.0,101.0,91,1396/06/30 11:00:00
قم,پل حجتیه,31.0,38.0,25.0,18.0,89.0,97.0,89,1396/06/31 11:00:00
قم,امام,40.0,32.0,31.0,15.0,55.0,60.0,60,1396/06/31 11:00:00
سمنان,سمنان - میدان امام,35.0,32.0,27.0,23.0,47.0,44.0,44,1396/06/01 11:00:00
سمنان,گرمسار,9.0,50.0,52.0,13.0,42.0,97.0,97,1396/06/01 11:00:00
سمنان,سمنان - میدان امام,36.0,26.0,20.0,24.0,38.0,25.0,25,1396/06/02 11:00:00
سمنان,گرمسار,13.0,50.0,55.0,10.0,25.0,64.0,64,1396/06/02 11:00:00
سمنان,سمنان - میدان امام,34.0,35.0,31.0,23.0,52.0,55.0,55,1396/06/03 11:00:00
سمنان,گرمسار,10.0,50.0,53.0,14.0,24.0,63.0,63,1396/06/03 11:00:00
سمنان,گرمسار,18.0,50.0,38.0,18.0,20.0,54.0,54,1396/06/04 11:00:00
سمنان,سمنان - میدان امام,34.0,34.0,30.0,23.0,51.0,52.0,52,1396/06/04 11:00:00
سمنان,سمنان - میدان امام,34.0,35.0,31.0,23.0,52.0,55.0,55,1396/06/05 11:00:00
سمنان,گرمسار,25.0,50.0,54.0,15.0,16.0,43.0,50,1396/06/05 11:00:00
سمنان,سمنان - میدان امام,34.0,36.0,32.0,23.0,53.0,57.0,57,1396/06/06 11:00:00
سمنان,گرمسار,14.0,29.0,43.0,15.0,15.0,41.0,41,1396/06/06 11:00:00
سمنان,گرمسار,40.0,28.0,49.0,16.0,19.0,55.0,55,1396/06/07 11:00:00
سمنان,سمنان - میدان امام,34.0,35.0,30.0,23.0,51.0,53.0,53,1396/06/07 11:00:00
سمنان,گرمسار,16.0,29.0,50.0,16.0,16.0,46.0,46,1396/06/08 11:00:00
سمنان,سمنان - میدان امام,34.0,34.0,30.0,23.0,51.0,52.0,52,1396/06/08 11:00:00
سمنان,گرمسار,15.0,36.0,66.0,14.0,17.0,47.0,47,1396/06/09 11:00:00
سمنان,سمنان - میدان امام,34.0,36.0,32.0,23.0,54.0,59.0,59,1396/06/09 11:00:00
سمنان,گرمسار,20.0,31.0,58.0,12.0,18.0,50.0,50,1396/06/10 11:00:00
سمنان,سمنان - میدان امام,34.0,36.0,32.0,23.0,53.0,58.0,58,1396/06/10 11:00:00
سمنان,سمنان - میدان امام,34.0,34.0,29.0,23.0,50.0,50.0,50,1396/06/11 11:00:00
سمنان,گرمسار,13.0,33.0,50.0,12.0,14.0,38.0,38,1396/06/11 11:00:00
سمنان,سمنان - میدان امام,36.0,25.0,19.0,25.0,36.0,21.0,21,1396/06/12 11:00:00
سمنان,گرمسار,21.0,28.0,52.0,16.0,17.0,47.0,47,1396/06/12 11:00:00
سمنان,گرمسار,12.0,29.0,50.0,13.0,14.0,37.0,37,1396/06/13 11:00:00
سمنان,سمنان - میدان امام,33.0,39.0,35.0,22.0,58.0,68.0,68,1396/06/13 11:00:00
سمنان,سمنان - میدان امام,33.0,37.0,33.0,23.0,55.0,61.0,61,1396/06/14 11:00:00
سمنان,گرمسار,17.0,27.0,46.0,17.0,17.0,45.0,45,1396/06/14 11:00:00
سمنان,سمنان - میدان امام,36.0,27.0,21.0,24.0,39.0,28.0,28,1396/06/15 11:00:00
سمنان,گرمسار,21.0,30.0,53.0,12.0,15.0,40.0,40,1396/06/15 11:00:00
سمنان,گرمسار,23.0,29.0,65.0,16.0,16.0,46.0,46,1396/06/16 11:00:00
سمنان,گرمسار,17.0,32.0,65.0,12.0,13.0,32.0,32,1396/06/17 11:00:00
سمنان,گرمسار,27.0,34.0,69.0,15.0,15.0,41.0,41,1396/06/18 11:00:00
سمنان,گرمسار,21.0,30.0,57.0,15.0,17.0,35.0,35,1396/06/19 11:00:00
سمنان,گرمسار,20.0,25.0,55.0,14.0,16.0,40.0,40,1396/06/20 11:00:00
سمنان,گرمسار,14.0,25.0,50.0,16.0,10.0,27.0,27,1396/06/21 11:00:00
سمنان,گرمسار,18.0,30.0,49.0,27.0,21.0,59.0,59,1396/06/22 11:00:00
سمنان,گرمسار,25.0,29.0,64.0,18.0,12.0,34.0,34,1396/06/23 11:00:00
سمنان,گرمسار,16.0,30.0,72.0,12.0,11.0,26.0,30,1396/06/24 11:00:00
سمنان,گرمسار,29.0,31.0,81.0,10.0,17.0,41.0,41,1396/06/25 11:00:00
سمنان,گرمسار,15.0,17.0,68.0,12.0,15.0,38.0,38,1396/06/26 11:00:00
سمنان,گرمسار,16.0,16.0,65.0,10.0,13.0,35.0,35,1396/06/27 11:00:00
سمنان,گرمسار,23.0,14.0,60.0,10.0,12.0,35.0,35,1396/06/28 11:00:00
سمنان,گرمسار,17.0,17.0,74.0,12.0,14.0,38.0,38,1396/06/29 11:00:00
سمنان,گرمسار,18.0,15.0,70.0,16.0,12.0,33.0,33,1396/06/30 11:00:00
سمنان,گرمسار,18.0,15.0,68.0,9.0,10.0,30.0,30,1396/06/31 11:00:00
سیستان و بلوچستان,زاهدان,30.0,40.0,39.0,22.0,55.0,71.0,55,1396/06/01 11:00:00
سیستان و بلوچستان,زابل,18.0,50.0,16.0,15.0,139.0,120.0,139,1396/06/01 11:00:00
سیستان و بلوچستان,زاهدان,29.0,39.0,39.0,22.0,53.0,69.0,53,1396/06/02 11:00:00
سیستان و بلوچستان,زابل,18.0,50.0,16.0,15.0,80.0,114.0,114,1396/06/02 11:00:00
سیستان و بلوچستان,زابل,18.0,50.0,16.0,15.0,140.0,143.0,143,1396/06/03 11:00:00
سیستان و بلوچستان,زاهدان,29.0,39.0,39.0,22.0,53.0,69.0,53,1396/06/03 11:00:00
سیستان و بلوچستان,زابل,18.0,50.0,16.0,15.0,306.0,158.0,306,1396/06/04 11:00:00
سیستان و بلوچستان,زاهدان,37.0,46.0,40.0,21.0,75.0,89.0,75,1396/06/04 11:00:00
سیستان و بلوچستان,زابل,18.0,50.0,16.0,15.0,145.0,122.0,145,1396/06/05 11:00:00
سیستان و بلوچستان,زاهدان,40.0,47.0,40.0,21.0,81.0,95.0,81,1396/06/05 11:00:00
سیستان و بلوچستان,زابل,18.0,15.0,16.0,15.0,123.0,102.0,123,1396/06/06 11:00:00
سیستان و بلوچستان,زاهدان,31.0,41.0,39.0,22.0,59.0,75.0,59,1396/06/06 11:00:00
سیستان و بلوچستان,زاهدان,30.0,40.0,39.0,22.0,55.0,71.0,55,1396/06/07 11:00:00
سیستان و بلوچستان,زاهدان,30.0,41.0,39.0,22.0,57.0,73.0,57,1396/06/08 11:00:00
سیستان و بلوچستان,زاهدان,31.0,41.0,39.0,22.0,59.0,75.0,59,1396/06/09 11:00:00
سیستان و بلوچستان,زاهدان,32.0,42.0,39.0,22.0,61.0,76.0,61,1396/06/10 11:00:00
سیستان و بلوچستان,زاهدان,30.0,41.0,39.0,22.0,57.0,73.0,57,1396/06/11 11:00:00
سیستان و بلوچستان,زاهدان,29.0,40.0,39.0,22.0,54.0,70.0,54,1396/06/12 11:00:00
سیستان و بلوچستان,زاهدان,30.0,40.0,39.0,22.0,55.0,71.0,55,1396/06/13 11:00:00
سیستان و بلوچستان,زاهدان,29.0,40.0,39.0,22.0,54.0,70.0,54,1396/06/14 11:00:00
سیستان و بلوچستان,زاهدان,32.0,42.0,39.0,22.0,61.0,76.0,61,1396/06/15 11:00:00
سیستان و بلوچستان,زاهدان,30.0,40.0,39.0,22.0,55.0,71.0,55,1396/06/16 11:00:00
سیستان و بلوچستان,زاهدان,30.0,40.0,39.0,22.0,55.0,71.0,55,1396/06/17 11:00:00
سیستان و بلوچستان,زاهدان,29.0,40.0,39.0,22.0,54.0,70.0,54,1396/06/18 11:00:00
سیستان و بلوچستان,زاهدان,33.0,43.0,39.0,22.0,65.0,80.0,65,1396/06/19 11:00:00
سیستان و بلوچستان,زاهدان,31.0,41.0,39.0,22.0,60.0,76.0,60,1396/06/20 11:00:00
سیستان و بلوچستان,زاهدان,31.0,41.0,39.0,22.0,58.0,74.0,58,1396/06/21 11:00:00
سیستان و بلوچستان,زاهدان,30.0,40.0,39.0,22.0,56.0,72.0,56,1396/06/22 11:00:00
سیستان و بلوچستان,زاهدان,28.0,39.0,39.0,22.0,52.0,68.0,52,1396/06/23 11:00:00
سیستان و بلوچستان,زاهدان,29.0,40.0,39.0,22.0,54.0,70.0,54,1396/06/24 11:00:00
سیستان و بلوچستان,زاهدان,29.0,40.0,39.0,22.0,54.0,70.0,54,1396/06/25 11:00:00
سیستان و بلوچستان,زاهدان,34.0,43.0,39.0,22.0,66.0,81.0,66,1396/06/28 11:00:00
