استان,ایستگاه ,CO,O3,NO2,SO2,PM10,PM2.5,شاخص,تاریخ و ساعت
بوشهر,برازجان,14.0,58.0,110.0,3.0,157.0,234.0,157,1396/06/17 11:00:00
بوشهر,گناوه,45.0,47.0,19.0,11.0,87.0,87.0,87,1396/06/17 11:00:00
بوشهر,برازجان,14.0,86.0,110.0,2.0,102.0,190.0,102,1396/06/18 11:00:00
بوشهر,بوشهر,34.0,43.0,39.0,22.0,66.0,81.0,66,1396/06/18 11:00:00
بوشهر,گناوه,65.0,71.0,17.0,11.0,116.0,113.0,116,1396/06/18 11:00:00
بوشهر,برازجان,16.0,78.0,110.0,2.0,106.0,189.0,106,1396/06/19 11:00:00
بوشهر,بوشهر,39.0,47.0,40.0,21.0,78.0,92.0,78,1396/06/19 11:00:00
بوشهر,گناوه,91.0,118.0,20.0,11.0,116.0,119.0,118,1396/06/19 11:00:00
بوشهر,بوشهر,41.0,48.0,40.0,21.0,83.0,97.0,83,1396/06/20 11:00:00
بوشهر,برازجان,22.0,61.0,111.0,3.0,101.0,172.0,101,1396/06/20 11:00:00
بوشهر,گناوه,94.0,128.0,30.0,11.0,106.0,117.0,128,1396/06/20 11:00:00
بوشهر,بوشهر,39.0,47.0,40.0,21.0,79.0,93.0,79,1396/06/21 11:00:00
بوشهر,برازجان,20.0,66.0,110.0,3.0,101.0,175.0,101,1396/06/21 11:00:00
بوشهر,گناوه,70.0,78.0,17.0,11.0,121.0,118.0,121,1396/06/21 11:00:00
بوشهر,بوشهر,42.0,49.0,40.0,21.0,86.0,99.0,86,1396/06/22 11:00:00
بوشهر,برازجان,15.0,58.0,110.0,2.0,91.0,165.0,91,1396/06/22 11:00:00
بوشهر,گناوه,52.0,49.0,17.0,11.0,113.0,109.0,113,1396/06/22 11:00:00
بوشهر,برازجان,13.0,97.0,110.0,3.0,96.0,190.0,97,1396/06/23 11:00:00
بوشهر,بوشهر,43.0,50.0,40.0,21.0,89.0,102.0,89,1396/06/23 11:00:00
بوشهر,گناوه,104.0,147.0,27.0,11.0,102.0,114.0,147,1396/06/23 11:00:00
بوشهر,بوشهر,41.0,49.0,40.0,21.0,85.0,99.0,85,1396/06/24 11:00:00
بوشهر,برازجان,13.0,55.0,110.0,3.0,97.0,171.0,97,1396/06/24 11:00:00
بوشهر,گناوه,62.0,69.0,15.0,11.0,107.0,104.0,107,1396/06/24 11:00:00
بوشهر,بوشهر,62.0,64.0,41.0,18.0,139.0,148.0,139,1396/06/25 11:00:00
بوشهر,گناوه,53.0,54.0,23.0,11.0,104.0,105.0,104,1396/06/25 11:00:00
بوشهر,برازجان,20.0,62.0,110.0,2.0,116.0,189.0,116,1396/06/25 11:00:00
بوشهر,بوشهر,46.0,52.0,40.0,20.0,96.0,109.0,96,1396/06/26 11:00:00
بوشهر,برازجان,23.0,67.0,110.0,7.0,99.0,172.0,99,1396/06/26 11:00:00
بوشهر,گناوه,50.0,48.0,21.0,11.0,106.0,105.0,106,1396/06/26 11:00:00
بوشهر,بوشهر,40.0,47.0,40.0,21.0,81.0,95.0,81,1396/06/27 11:00:00
بوشهر,برازجان,15.0,62.0,110.0,6.0,92.0,168.0,92,1396/06/27 11:00:00
بوشهر,گناوه,54.0,58.0,21.0,11.0,99.0,99.0,99,1396/06/27 11:00:00
بوشهر,بوشهر,38.0,46.0,40.0,21.0,76.0,90.0,76,1396/06/28 11:00:00
بوشهر,برازجان,25.0,70.0,110.0,11.0,84.0,156.0,84,1396/06/28 11:00:00
بوشهر,گناوه,56.0,68.0,21.0,11.0,84.0,87.0,84,1396/06/28 11:00:00
بوشهر,بوشهر,38.0,46.0,40.0,21.0,77.0,91.0,77,1396/06/29 11:00:00
بوشهر,برازجان,14.0,88.0,110.0,16.0,104.0,193.0,104,1396/06/29 11:00:00
بوشهر,گناوه,82.0,111.0,25.0,11.0,96.0,104.0,111,1396/06/29 11:00:00
بوشهر,بوشهر,39.0,47.0,40.0,21.0,80.0,94.0,80,1396/06/30 11:00:00
بوشهر,برازجان,34.0,90.0,110.0,18.0,92.0,167.0,92,1396/06/30 11:00:00
بوشهر,گناوه,13.0,60.0,35.0,11.0,130.0,169.0,130,1396/06/30 11:00:00
بوشهر,بوشهر,35.0,44.0,39.0,22.0,70.0,85.0,70,1396/06/31 11:00:00
بوشهر,برازجان,27.0,47.0,16.0,29.0,79.0,89.0,79,1396/06/31 11:00:00
بوشهر,گناوه,13.0,52.0,21.0,11.0,107.0,133.0,107,1396/06/31 11:00:00
چهارمحال و بختیاری,شهرکرد,38.0,42.0,54.0,25.0,12.0,33.0,38,1396/06/01 11:00:00
چهارمحال و بختیاری,شهرکرد,60.0,65.0,69.0,27.0,27.0,66.0,66,1396/06/02 11:00:00
چهارمحال و بختیاری,شهرکرد,32.0,49.0,51.0,27.0,25.0,61.0,61,1396/06/03 11:00:00
چهارمحال و بختیاری,شهرکرد,28.0,41.0,56.0,24.0,18.0,47.0,47,1396/06/04 11:00:00
چهارمحال و بختیاری,شهرکرد,26.0,35.0,53.0,23.0,14.0,35.0,35,1396/06/05 11:00:00
چهارمحال و بختیاری,شهرکرد,36.0,40.0,62.0,22.0,14.0,34.0,36,1396/06/06 11:00:00
چهارمحال و بختیاری,شهرکرد,49.0,51.0,72.0,22.0,19.0,46.0,49,1396/06/07 11:00:00
چهارمحال و بختیاری,شهرکرد,46.0,56.0,78.0,22.0,23.0,61.0,61,1396/06/08 11:00:00
چهارمحال و بختیاری,شهرکرد,52.0,59.0,82.0,22.0,25.0,63.0,63,1396/06/09 11:00:00
چهارمحال و بختیاری,شهرکرد,55.0,62.0,80.0,23.0,27.0,67.0,67,1396/06/10 11:00:00
چهارمحال و بختیاری,شهرکرد,41.0,50.0,63.0,24.0,21.0,53.0,53,1396/06/11 11:00:00
چهارمحال و بختیاری,شهرکرد,49.0,56.0,89.0,19.0,24.0,61.0,61,1396/06/12 11:00:00
چهارمحال و بختیاری,شهرکرد,49.0,57.0,69.0,25.0,23.0,60.0,60,1396/06/13 11:00:00
چهارمحال و بختیاری,شهرکرد,43.0,52.0,65.0,25.0,20.0,53.0,53,1396/06/14 11:00:00
چهارمحال و بختیاری,شهرکرد,38.0,49.0,58.0,26.0,21.0,54.0,54,1396/06/15 11:00:00
چهارمحال و بختیاری,شهرکرد,31.0,48.0,42.0,30.0,21.0,57.0,57,1396/06/16 11:00:00
چهارمحال و بختیاری,شهرکرد,55.0,67.0,88.0,22.0,34.0,82.0,82,1396/06/17 11:00:00
چهارمحال و بختیاری,شهرکرد,42.0,58.0,57.0,28.0,31.0,74.0,74,1396/06/18 11:00:00
چهارمحال و بختیاری,شهرکرد,43.0,58.0,64.0,26.0,32.0,74.0,74,1396/06/19 11:00:00
چهارمحال و بختیاری,شهرکرد,39.0,57.0,66.0,25.0,33.0,77.0,77,1396/06/20 11:00:00
چهارمحال و بختیاری,شهرکرد,51.0,59.0,67.0,26.0,28.0,66.0,66,1396/06/21 11:00:00
چهارمحال و بختیاری,شهرکرد,50.0,60.0,59.0,28.0,28.0,67.0,67,1396/06/22 11:00:00
چهارمحال و بختیاری,شهرکرد,29.0,50.0,41.0,30.0,29.0,69.0,69,1396/06/23 11:00:00
چهارمحال و بختیاری,شهرکرد,32.0,50.0,70.0,22.0,29.0,69.0,69,1396/06/24 11:00:00
چهارمحال و بختیاری,شهرکرد,38.0,54.0,58.0,26.0,29.0,69.0,69,1396/06/26 11:00:00
چهارمحال و بختیاری,شهرکرد,38.0,54.0,63.0,25.0,29.0,69.0,69,1396/06/27 11:00:00
چهارمحال و بختیاری,شهرکرد,61.0,71.0,66.0,30.0,33.0,80.0,80,1396/06/28 11:00:00
چهارمحال و بختیاری,شهرکرد,28.0,67.0,120.0,10.0,58.0,130.0,28,1396/06/29 11:00:00
چهارمحال و بختیاری,شهرکرد,41.0,57.0,82.0,21.0,26.0,71.0,71,1396/06/30 11:00:00
چهارمحال و بختیاری,شهرکرد,41.0,58.0,71.0,25.0,27.0,73.0,73,1396/06/31 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/01 11:00:00
آذربایجان شرقی,کجا آباد,41.0,50.0,62.0,9.0,73.0,98.0,50,1396/06/01 11:00:00
آذربایجان شرقی,باغشمال,98.0,60.0,68.0,5.0,56.0,48.0,98,1396/06/01 11:00:00
آذربایجان شرقی,راه آهن,87.0,50.0,12.0,18.0,93.0,62.0,87,1396/06/01 11:00:00
آذربایجان شرقی,میدان نماز,95.0,50.0,94.0,6.0,76.0,82.0,95,1396/06/01 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,37.0,50.0,42.0,24.0,67.0,84.0,50,1396/06/01 11:00:00
آذربایجان شرقی,میدان آذربایجان,30.0,50.0,14.0,52.0,47.0,52.0,52,1396/06/01 11:00:00
آذربایجان شرقی,آبرسان,73.0,64.0,49.0,6.0,96.0,100.0,73,1396/06/01 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/02 11:00:00
آذربایجان شرقی,کجا آباد,41.0,50.0,62.0,9.0,73.0,98.0,50,1396/06/02 11:00:00
آذربایجان شرقی,باغشمال,97.0,50.0,64.0,5.0,63.0,60.0,97,1396/06/02 11:00:00
آذربایجان شرقی,راه آهن,33.0,39.0,44.0,16.0,65.0,81.0,16,1396/06/02 11:00:00
آذربایجان شرقی,میدان نماز,115.0,50.0,75.0,5.0,88.0,71.0,115,1396/06/02 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,37.0,50.0,49.0,22.0,66.0,87.0,50,1396/06/02 11:00:00
آذربایجان شرقی,میدان آذربایجان,25.0,50.0,14.0,52.0,54.0,66.0,66,1396/06/02 11:00:00
آذربایجان شرقی,آبرسان,74.0,51.0,42.0,6.0,91.0,84.0,74,1396/06/02 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/03 11:00:00
آذربایجان شرقی,کجا آباد,41.0,50.0,62.0,9.0,73.0,98.0,50,1396/06/03 11:00:00
آذربایجان شرقی,باغشمال,88.0,50.0,32.0,2.0,67.0,73.0,88,1396/06/03 11:00:00
آذربایجان شرقی,راه آهن,33.0,38.0,45.0,14.0,66.0,82.0,14,1396/06/03 11:00:00
آذربایجان شرقی,میدان نماز,90.0,50.0,69.0,2.0,87.0,84.0,90,1396/06/03 11:00:00
آذربایجان شرقی,میدان آذربایجان,30.0,50.0,10.0,48.0,56.0,62.0,62,1396/06/03 11:00:00
آذربایجان شرقی,آبرسان,69.0,50.0,26.0,5.0,96.0,84.0,69,1396/06/03 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/04 11:00:00
آذربایجان شرقی,کجا آباد,41.0,50.0,62.0,9.0,73.0,98.0,50,1396/06/04 11:00:00
آذربایجان شرقی,باغشمال,85.0,50.0,21.0,5.0,59.0,53.0,85,1396/06/04 11:00:00
آذربایجان شرقی,راه آهن,32.0,37.0,47.0,12.0,66.0,83.0,12,1396/06/04 11:00:00
آذربایجان شرقی,میدان نماز,79.0,50.0,38.0,2.0,96.0,84.0,79,1396/06/04 11:00:00
آذربایجان شرقی,میدان آذربایجان,39.0,50.0,5.0,45.0,52.0,44.0,50,1396/06/04 11:00:00
آذربایجان شرقی,آبرسان,68.0,50.0,20.0,4.0,99.0,84.0,68,1396/06/04 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/05 11:00:00
آذربایجان شرقی,کجا آباد,41.0,50.0,62.0,9.0,73.0,98.0,50,1396/06/05 11:00:00
آذربایجان شرقی,باغشمال,89.0,50.0,26.0,29.0,55.0,51.0,89,1396/06/05 11:00:00
آذربایجان شرقی,راه آهن,32.0,38.0,46.0,13.0,66.0,83.0,13,1396/06/05 11:00:00
آذربایجان شرقی,میدان نماز,83.0,50.0,42.0,2.0,96.0,83.0,83,1396/06/05 11:00:00
آذربایجان شرقی,میدان آذربایجان,40.0,50.0,3.0,45.0,52.0,43.0,50,1396/06/05 11:00:00
آذربایجان شرقی,آبرسان,68.0,50.0,14.0,4.0,101.0,83.0,68,1396/06/05 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/06 11:00:00
آذربایجان شرقی,کجا آباد,26.0,25.0,40.0,9.0,62.0,75.0,25,1396/06/06 11:00:00
آذربایجان شرقی,باغشمال,91.0,44.0,47.0,20.0,51.0,46.0,91,1396/06/06 11:00:00
آذربایجان شرقی,راه آهن,33.0,39.0,44.0,15.0,65.0,82.0,15,1396/06/06 11:00:00
آذربایجان شرقی,میدان نماز,88.0,38.0,57.0,2.0,84.0,70.0,88,1396/06/06 11:00:00
آذربایجان شرقی,میدان آذربایجان,34.0,43.0,8.0,46.0,43.0,36.0,46,1396/06/06 11:00:00
آذربایجان شرقی,آبرسان,69.0,49.0,25.0,4.0,96.0,83.0,69,1396/06/06 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/07 11:00:00
آذربایجان شرقی,کجا آباد,26.0,25.0,40.0,9.0,62.0,75.0,25,1396/06/07 11:00:00
آذربایجان شرقی,باغشمال,102.0,51.0,90.0,5.0,59.0,48.0,102,1396/06/07 11:00:00
آذربایجان شرقی,راه آهن,33.0,41.0,41.0,20.0,64.0,79.0,20,1396/06/07 11:00:00
آذربایجان شرقی,میدان نماز,112.0,39.0,102.0,5.0,70.0,65.0,112,1396/06/07 11:00:00
آذربایجان شرقی,میدان آذربایجان,7.0,36.0,21.0,54.0,43.0,68.0,68,1396/06/07 11:00:00
آذربایجان شرقی,آبرسان,84.0,72.0,72.0,7.0,94.0,106.0,84,1396/06/07 11:00:00
آذربایجان شرقی,کجا آباد,26.0,25.0,40.0,9.0,62.0,75.0,25,1396/06/08 11:00:00
آذربایجان شرقی,باغشمال,99.0,36.0,68.0,4.0,67.0,64.0,99,1396/06/08 11:00:00
آذربایجان شرقی,راه آهن,33.0,42.0,40.0,21.0,64.0,79.0,21,1396/06/08 11:00:00
آذربایجان شرقی,میدان نماز,105.0,26.0,102.0,7.0,59.0,52.0,105,1396/06/08 11:00:00
آذربایجان شرقی,میدان آذربایجان,,32.0,22.0,58.0,56.0,103.0,103,1396/06/08 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/08 11:00:00
آذربایجان شرقی,آبرسان,100.0,50.0,46.0,8.0,92.0,70.0,100,1396/06/08 11:00:00
آذربایجان شرقی,کجا آباد,26.0,25.0,40.0,9.0,62.0,75.0,25,1396/06/09 11:00:00
آذربایجان شرقی,باغشمال,94.0,29.0,63.0,3.0,68.0,60.0,94,1396/06/09 11:00:00
آذربایجان شرقی,راه آهن,73.0,42.0,36.0,20.0,76.0,63.0,73,1396/06/09 11:00:00
آذربایجان شرقی,میدان نماز,99.0,22.0,84.0,4.0,64.0,50.0,99,1396/06/09 11:00:00
آذربایجان شرقی,میدان آذربایجان,,21.0,25.0,58.0,51.0,105.0,105,1396/06/09 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/09 11:00:00
آذربایجان شرقی,آبرسان,79.0,35.0,47.0,7.0,79.0,65.0,79,1396/06/09 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/10 11:00:00
آذربایجان شرقی,راه آهن,33.0,38.0,45.0,14.0,66.0,82.0,14,1396/06/10 11:00:00
آذربایجان شرقی,میدان نماز,121.0,26.0,76.0,6.0,72.0,42.0,121,1396/06/10 11:00:00
آذربایجان شرقی,میدان آذربایجان,,19.0,17.0,55.0,47.0,87.0,87,1396/06/10 11:00:00
آذربایجان شرقی,آبرسان,88.0,34.0,50.0,6.0,80.0,61.0,88,1396/06/10 11:00:00
آذربایجان شرقی,باغشمال,113.0,32.0,67.0,4.0,61.0,61.0,113,1396/06/10 11:00:00
آذربایجان شرقی,آبرسان,71.0,57.0,32.0,5.0,98.0,91.0,71,1396/06/11 11:00:00
آذربایجان شرقی,باغشمال,87.0,57.0,64.0,3.0,57.0,51.0,87,1396/06/11 11:00:00
آذربایجان شرقی,راه آهن,33.0,39.0,44.0,15.0,65.0,82.0,15,1396/06/11 11:00:00
آذربایجان شرقی,میدان نماز,84.0,45.0,74.0,3.0,80.0,81.0,84,1396/06/11 11:00:00
آذربایجان شرقی,میدان آذربایجان,6.0,32.0,18.0,52.0,42.0,63.0,63,1396/06/11 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/11 11:00:00
آذربایجان شرقی,باغشمال,103.0,30.0,63.0,3.0,64.0,64.0,103,1396/06/12 11:00:00
آذربایجان شرقی,میدان آذربایجان,1.0,31.0,14.0,53.0,48.0,73.0,73,1396/06/12 11:00:00
آذربایجان شرقی,راه آهن,33.0,40.0,42.0,18.0,64.0,80.0,18,1396/06/12 11:00:00
آذربایجان شرقی,میدان نماز,105.0,25.0,61.0,5.0,75.0,46.0,105,1396/06/12 11:00:00
آذربایجان شرقی,کجا آباد,26.0,25.0,40.0,9.0,62.0,75.0,25,1396/06/12 11:00:00
آذربایجان شرقی,آبرسان,83.0,36.0,44.0,6.0,83.0,64.0,83,1396/06/12 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/12 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,11.0,2.0,9.0,16.0,49.0,45.0,2,1396/06/12 11:00:00
آذربایجان شرقی,کجا آباد,26.0,25.0,40.0,9.0,62.0,75.0,25,1396/06/13 11:00:00
آذربایجان شرقی,باغشمال,98.0,34.0,49.0,2.0,55.0,54.0,98,1396/06/13 11:00:00
آذربایجان شرقی,راه آهن,33.0,38.0,45.0,14.0,66.0,82.0,14,1396/06/13 11:00:00
آذربایجان شرقی,میدان نماز,94.0,35.0,76.0,3.0,75.0,66.0,94,1396/06/13 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,24.0,25.0,20.0,21.0,58.0,62.0,25,1396/06/13 11:00:00
آذربایجان شرقی,میدان آذربایجان,26.0,38.0,13.0,48.0,37.0,37.0,48,1396/06/13 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/13 11:00:00
آذربایجان شرقی,آبرسان,73.0,41.0,36.0,5.0,87.0,74.0,73,1396/06/13 11:00:00
آذربایجان شرقی,آبرسان,72.0,45.0,34.0,5.0,90.0,78.0,72,1396/06/14 11:00:00
آذربایجان شرقی,باغشمال,97.0,40.0,57.0,2.0,48.0,44.0,97,1396/06/14 11:00:00
آذربایجان شرقی,راه آهن,33.0,39.0,44.0,16.0,65.0,81.0,16,1396/06/14 11:00:00
آذربایجان شرقی,میدان نماز,95.0,35.0,64.0,3.0,80.0,64.0,95,1396/06/14 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,21.0,20.0,27.0,17.0,55.0,62.0,20,1396/06/14 11:00:00
آذربایجان شرقی,میدان آذربایجان,8.0,27.0,20.0,52.0,29.0,44.0,52,1396/06/14 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/14 11:00:00
آذربایجان شرقی,آبرسان,80.0,55.0,68.0,5.0,86.0,91.0,80,1396/06/15 11:00:00
آذربایجان شرقی,باغشمال,105.0,39.0,89.0,3.0,55.0,43.0,105,1396/06/15 11:00:00
آذربایجان شرقی,راه آهن,33.0,40.0,43.0,17.0,65.0,81.0,17,1396/06/15 11:00:00
آذربایجان شرقی,میدان نماز,100.0,37.0,97.0,3.0,70.0,69.0,100,1396/06/15 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,36.0,47.0,36.0,24.0,66.0,80.0,47,1396/06/15 11:00:00
آذربایجان شرقی,میدان آذربایجان,9.0,30.0,22.0,54.0,29.0,46.0,54,1396/06/15 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/15 11:00:00
آذربایجان شرقی,آبرسان,90.0,52.0,47.0,8.0,91.0,77.0,90,1396/06/16 11:00:00
آذربایجان شرقی,باغشمال,104.0,42.0,64.0,4.0,89.0,89.0,104,1396/06/16 11:00:00
آذربایجان شرقی,راه آهن,33.0,43.0,38.0,23.0,63.0,78.0,23,1396/06/16 11:00:00
آذربایجان شرقی,میدان نماز,100.0,49.0,87.0,5.0,79.0,79.0,100,1396/06/16 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,34.0,44.0,36.0,23.0,65.0,78.0,44,1396/06/16 11:00:00
آذربایجان شرقی,میدان آذربایجان,10.0,25.0,17.0,19.0,79.0,98.0,98,1396/06/16 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/16 11:00:00
آذربایجان شرقی,باغشمال,91.0,30.0,55.0,3.0,145.0,107.0,145,1396/06/17 11:00:00
آذربایجان شرقی,راه آهن,32.0,38.0,46.0,13.0,66.0,83.0,13,1396/06/17 11:00:00
آذربایجان شرقی,میدان نماز,91.0,31.0,59.0,4.0,77.0,60.0,91,1396/06/17 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,11.0,2.0,23.0,12.0,47.0,50.0,2,1396/06/17 11:00:00
آذربایجان شرقی,میدان آذربایجان,13.0,27.0,14.0,21.0,77.0,92.0,92,1396/06/17 11:00:00
آذربایجان شرقی,آبرسان,71.0,34.0,31.0,6.0,84.0,65.0,71,1396/06/17 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/17 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/18 11:00:00
آذربایجان شرقی,باغشمال,91.0,42.0,55.0,2.0,58.0,51.0,91,1396/06/18 11:00:00
آذربایجان شرقی,راه آهن,32.0,37.0,47.0,12.0,66.0,83.0,12,1396/06/18 11:00:00
آذربایجان شرقی,میدان نماز,91.0,34.0,67.0,3.0,77.0,65.0,91,1396/06/18 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,11.0,2.0,23.0,12.0,47.0,50.0,2,1396/06/18 11:00:00
آذربایجان شرقی,میدان آذربایجان,33.0,29.0,18.0,25.0,47.0,40.0,40,1396/06/18 11:00:00
آذربایجان شرقی,آبرسان,75.0,46.0,49.0,5.0,86.0,80.0,75,1396/06/18 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/19 11:00:00
آذربایجان شرقی,باغشمال,108.0,51.0,78.0,4.0,63.0,55.0,108,1396/06/19 11:00:00
آذربایجان شرقی,راه آهن,33.0,40.0,43.0,17.0,65.0,81.0,17,1396/06/19 11:00:00
آذربایجان شرقی,میدان نماز,105.0,34.0,89.0,6.0,69.0,60.0,105,1396/06/19 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,21.0,21.0,43.0,13.0,53.0,68.0,21,1396/06/19 11:00:00
آذربایجان شرقی,میدان آذربایجان,28.0,30.0,23.0,23.0,56.0,59.0,59,1396/06/19 11:00:00
آذربایجان شرقی,آبرسان,85.0,57.0,54.0,6.0,92.0,88.0,85,1396/06/19 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,39.0,52.0,40.0,25.0,68.0,84.0,52,1396/06/20 11:00:00
آذربایجان شرقی,آبرسان,86.0,51.0,68.0,7.0,83.0,82.0,86,1396/06/20 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/20 11:00:00
آذربایجان شرقی,باغشمال,113.0,37.0,81.0,6.0,61.0,55.0,113,1396/06/20 11:00:00
آذربایجان شرقی,میدان آذربایجان,29.0,26.0,19.0,23.0,48.0,43.0,43,1396/06/20 11:00:00
آذربایجان شرقی,راه آهن,33.0,40.0,42.0,18.0,64.0,80.0,18,1396/06/20 11:00:00
آذربایجان شرقی,میدان نماز,122.0,35.0,96.0,7.0,70.0,53.0,122,1396/06/20 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,25.0,27.0,26.0,20.0,58.0,65.0,27,1396/06/21 11:00:00
آذربایجان شرقی,باغشمال,105.0,47.0,88.0,4.0,57.0,50.0,105,1396/06/21 11:00:00
آذربایجان شرقی,آبرسان,77.0,51.0,44.0,6.0,91.0,83.0,77,1396/06/21 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/21 11:00:00
آذربایجان شرقی,میدان آذربایجان,34.0,37.0,19.0,27.0,57.0,55.0,55,1396/06/21 11:00:00
آذربایجان شرقی,راه آهن,33.0,44.0,37.0,25.0,62.0,77.0,25,1396/06/21 11:00:00
آذربایجان شرقی,میدان نماز,109.0,33.0,101.0,6.0,65.0,59.0,109,1396/06/21 11:00:00
آذربایجان شرقی,میدان آذربایجان,,27.0,25.0,52.0,38.0,66.0,66,1396/06/22 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,38.0,50.0,28.0,28.0,69.0,79.0,50,1396/06/22 11:00:00
آذربایجان شرقی,میدان نماز,105.0,31.0,98.0,8.0,62.0,56.0,105,1396/06/22 11:00:00
آذربایجان شرقی,راه آهن,33.0,41.0,41.0,20.0,64.0,79.0,20,1396/06/22 11:00:00
آذربایجان شرقی,باغشمال,111.0,46.0,84.0,5.0,42.0,46.0,111,1396/06/22 11:00:00
آذربایجان شرقی,آبرسان,80.0,60.0,60.0,6.0,91.0,94.0,80,1396/06/22 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/22 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,10.0,2.0,42.0,7.0,44.0,58.0,2,1396/06/23 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/23 11:00:00
آذربایجان شرقی,آبرسان,86.0,51.0,64.0,7.0,84.0,82.0,86,1396/06/23 11:00:00
آذربایجان شرقی,باغشمال,112.0,41.0,84.0,5.0,60.0,54.0,112,1396/06/23 11:00:00
آذربایجان شرقی,میدان آذربایجان,1.0,32.0,23.0,56.0,39.0,68.0,68,1396/06/23 11:00:00
آذربایجان شرقی,راه آهن,33.0,44.0,37.0,25.0,62.0,77.0,25,1396/06/23 11:00:00
آذربایجان شرقی,میدان نماز,113.0,37.0,89.0,10.0,69.0,56.0,113,1396/06/23 11:00:00
آذربایجان شرقی,میدان نماز,95.0,38.0,82.0,7.0,72.0,67.0,95,1396/06/24 11:00:00
آذربایجان شرقی,کجا آباد,26.0,25.0,40.0,9.0,62.0,75.0,25,1396/06/24 11:00:00
آذربایجان شرقی,آبرسان,74.0,46.0,26.0,5.0,94.0,77.0,74,1396/06/24 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/24 11:00:00
آذربایجان شرقی,میدان آذربایجان,22.0,37.0,21.0,50.0,33.0,41.0,50,1396/06/24 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,11.0,2.0,16.0,14.0,48.0,47.0,2,1396/06/24 11:00:00
آذربایجان شرقی,باغشمال,92.0,43.0,43.0,3.0,52.0,49.0,92,1396/06/24 11:00:00
آذربایجان شرقی,راه آهن,33.0,39.0,44.0,15.0,65.0,82.0,15,1396/06/24 11:00:00
آذربایجان شرقی,میدان نماز,88.0,45.0,100.0,7.0,68.0,80.0,88,1396/06/25 11:00:00
آذربایجان شرقی,باغشمال,95.0,43.0,62.0,3.0,48.0,47.0,95,1396/06/25 11:00:00
